row_id,predicted_model,true_model,primary_query
1588,UNKNOWN,UNKNOWN,FIRE TV STICK
1589,UNKNOWN,UNKNOWN,PLAYSTATION 5
1590,UNKNOWN,UNKNOWN,FREEBOX PLAYER
1591,UNKNOWN,SONY HTS20R,HT-S20R
1592,UNKNOWN,UNKNOWN,MPOW FLAME2
1593,UNKNOWN,UNKNOWN,RX-V575
1594,UNKNOWN,UNKNOWN,TETTV-VIP5305
1595,PHILIPS FB1,PHILIPS FB1,PHILIPS FB1
1596,UNKNOWN,UNKNOWN,SD-1004
1597,UNKNOWN,UNKNOWN,CREATIVE STAGE
1598,UNKNOWN,UNKNOWN,
1599,UNKNOWN,UNKNOWN,FREESAT FROM SKY SET-TOP BOX
1600,LG S60TR,LG S60TR,LG S60TR
1601,UNKNOWN,UNKNOWN,
1602,UNKNOWN,UNKNOWN,
1603,UNKNOWN,UNKNOWN,VODAFONE SET-TOP-BOX
1604,UNKNOWN,UNKNOWN,TELENETTVBOX
1605,UNKNOWN,UNKNOWN,
1606,UNKNOWN,UNKNOWN,UPC BO TIER D CODEUR /BOX INTERNET
1607,UNKNOWN,UNKNOWN,SKY
1608,UNKNOWN,UNKNOWN,AMAZON FIRE T
1609,UNKNOWN,UNKNOWN,
1610,UNKNOWN,UNKNOWN,FIRE TV STICK
1611,UNKNOWN,UNKNOWN,
1612,UNKNOWN,UNKNOWN,ORBIT SHOWTIME NETWORK
1613,UNKNOWN,UNKNOWN,
1614,UNKNOWN,UNKNOWN,APPLE OTT
1615,UNKNOWN,UNKNOWN,REVOX S100
1616,UNKNOWN,UNKNOWN,SKY Q
1617,UNKNOWN,UNKNOWN,DSTV SET-TOP BOX
1618,UNKNOWN,UNKNOWN,
1619,UNKNOWN,UNKNOWN,LIVING ROOM
1620,UNKNOWN,UNKNOWN,
1621,UNKNOWN,UNKNOWN,SONY DVD-PLAYER
1622,UNKNOWN,UNKNOWN,T-HOME BELT RI EGYS G
1623,UNKNOWN,UNKNOWN,SALON
1624,SAMSUNG SAMSUNGSOUNDBAR,ETC OTHERSOUNDBAR,SOUNDBAR
1625,UNKNOWN,UNKNOWN,
1626,UNKNOWN,UNKNOWN,RAUMFELD
1627,UNKNOWN,UNKNOWN,
1628,UNKNOWN,UNKNOWN,FIRE TV STICK
1629,UNKNOWN,UNKNOWN,
1630,UNKNOWN,UNKNOWN,STB
1631,UNKNOWN,UNKNOWN,SWITCH 2
1632,UNKNOWN,UNKNOWN,AIRBUDS SE
1633,UNKNOWN,UNKNOWN,STREAMING-BOX
1634,SAMSUNG HWQ930B,SAMSUNG HWQ930B,HW-Q930B
1635,UNKNOWN,UNKNOWN,BT TV SET-TOP BOX
1636,UNKNOWN,UNKNOWN,
1637,UNKNOWN,UNKNOWN,
1638,YAMAHA YSP2700,UNKNOWN,VIRGIN TV 1
1639,UNKNOWN,SONOS ARCULTRA,ARC ULTRA
1640,UNKNOWN,UNKNOWN,VIRGIN TV 1
1641,UNKNOWN,UNKNOWN,AMAZON FIRETV
1642,UNKNOWN,UNKNOWN,PLAY BOX TV
1643,UNKNOWN,UNKNOWN,PLAYSTATION 5
1644,UNKNOWN,UNKNOWN,DIGITURK SET ST KUTU
1645,UNKNOWN,UNKNOWN,LG CHANNELS
1646,UNKNOWN,UNKNOWN,VIETA PRO UPPER 3
1647,UNKNOWN,UNKNOWN,FIRE TV STICK
1648,UNKNOWN,UNKNOWN,UMA
1649,UNKNOWN,UNKNOWN,HD+
1650,UNKNOWN,UNKNOWN,STB TUNER
1651,UNKNOWN,UNKNOWN,APPLE TV
1652,UNKNOWN,UNKNOWN,SKY
1653,UNKNOWN,UNKNOWN,
1654,UNKNOWN,UNKNOWN,AUDIO SYSTEM
1655,SAMSUNG HWQ990C,SAMSUNG HWQ990C,HW-Q990C
1656,BOSE SMARTSB,BOSE SMARTSB,BOSE SMART SB
1657,UNKNOWN,UNKNOWN,
1658,UNKNOWN,UNKNOWN,APPLE OTT
1659,UNKNOWN,UNKNOWN,ORANGE FIBRE OPTIQUE BO TIER D CODEUR /BOX INTERNET
1660,UNKNOWN,UNKNOWN,
1661,UNKNOWN,UNKNOWN,FREEBOX PLAYER
1662,UNKNOWN,UNKNOWN,SKY SET-TOP BOX
1663,UNKNOWN,UNKNOWN,BEIN BO TIER D CODEUR /BOX INTERNET
1664,UNKNOWN,UNKNOWN,
1665,UNKNOWN,UNKNOWN,SKY Q
1666,UNKNOWN,UNKNOWN,FVP-5000T
1667,BOSE SMARTULTRA,BOSE SMARTULTRA,BOSESMARTULTRA
1668,UNKNOWN,UNKNOWN,MOVISTAR TV DECODIFICADOR
1669,UNKNOWN,UNKNOWN,TETTV-VIP5305
1670,UNKNOWN,UNKNOWN,SKYLINK CZ
1671,UNKNOWN,UNKNOWN,
1672,UNKNOWN,UNKNOWN,HD+
1673,UNKNOWN,UNKNOWN,PS4 SPIELKONSOLE
1674,UNKNOWN,UNKNOWN,AMAZON FIRETV
1675,UNKNOWN,UNKNOWN,
1676,UNKNOWN,UNKNOWN,JBL XTREME 2
1677,SAMSUNG HWQ995GC,SAMSUNG HWQ995GC,HW-Q995GF
1678,UNKNOWN,UNKNOWN,PS4 SPILKONSOL
1679,UNKNOWN,UNKNOWN,VODAFONE TV DECODIFICADOR
1680,UNKNOWN,UNKNOWN,DIGITURK
1681,LG S60TR,LG S60TR,LG S60TR
1682,UNKNOWN,UNKNOWN,TELIA TV
1683,UNKNOWN,UNKNOWN,PLAYSTATION 5
1684,UNKNOWN,UNKNOWN,D-SMART SET ST KUTU
1685,SONY HTS350,SONY HTS350,HT-S350
1686,UNKNOWN,UNKNOWN,DESCODIFICADO
1687,UNKNOWN,UNKNOWN,ONE FOR ALL DECODIFICADOR
1688,UNKNOWN,UNKNOWN,FREEBOX BO TIER D CODEUR /BOX INTERNET
1689,UNKNOWN,UNKNOWN,APPLE TV
1690,UNKNOWN,UNKNOWN,JBL PARTYBOX CLUB 120
1691,UNKNOWN,UNKNOWN,
1692,UNKNOWN,UNKNOWN,
1693,UNKNOWN,UNKNOWN,
1694,UNKNOWN,UNKNOWN,PLAYSTATION 5
1695,UNKNOWN,UNKNOWN,SOUNDCORE R50I
1696,UNKNOWN,UNKNOWN,SSS3800
1697,UNKNOWN,UNKNOWN,AMAZON FIRE T
1698,UNKNOWN,UNKNOWN,
1699,UNKNOWN,UNKNOWN,SKY
1700,UNKNOWN,UNKNOWN,CHROMECAST
1701,UNKNOWN,UNKNOWN,
1702,UNKNOWN,UNKNOWN,
1703,LG SC9S,LG SC9S,LG DSC9S
1704,UNKNOWN,UNKNOWN,
1705,UNKNOWN,UNKNOWN,TELENOR DIGITALBOKS
1706,UNKNOWN,UNKNOWN,
1707,UNKNOWN,JBL BAR800,JBL BAR 800
1708,UNKNOWN,UNKNOWN,APPLE TV
1709,LG S70TY,LG S70TY,LG S70TY
1710,UNKNOWN,UNKNOWN,FIRE TV STICK
1711,UNKNOWN,UNKNOWN,
1712,UNKNOWN,UNKNOWN,LG-SQM1
1713,UNKNOWN,UNKNOWN,WI-FI PREMIUM+
1714,LG S70TY,UNKNOWN,BREDBANDSBOLAGET DIGITALBOX
1715,UNKNOWN,UNKNOWN,
1716,UNKNOWN,UNKNOWN,
1717,UNKNOWN,UNKNOWN,PLAYSTATION 5
1718,UNKNOWN,UNKNOWN,
1719,UNKNOWN,UNKNOWN,AMAZON FIRE T
1720,UNKNOWN,UNKNOWN,XBOX CONSOLE DE JEU
1721,UNKNOWN,UNKNOWN,SFR BO TIER D CODEUR /BOX INTERNET
1722,UNKNOWN,UNKNOWN,TV DA SALA DE
1723,UNKNOWN,UNKNOWN,
1724,UNKNOWN,UNKNOWN,MOVISTAR TV
1725,UNKNOWN,UNKNOWN,
1726,UNKNOWN,UNKNOWN,
1727,UNKNOWN,UNKNOWN,DIGI BELT RI EGYS G
1728,UNKNOWN,UNKNOWN,
1729,UNKNOWN,UNKNOWN,FREEBOX PLAYER
1730,UNKNOWN,UNKNOWN,
1731,UNKNOWN,UNKNOWN,T-MOBILE SET TOP BOX
1732,UNKNOWN,JBL CINEMASB560,JBL CINEMA SB560
1733,UNKNOWN,UNKNOWN,LG CHANNELS
1734,UNKNOWN,UNKNOWN,LG CHANNELS
1735,LG S60T,UNKNOWN,LIVING ROOM T
1736,UNKNOWN,UNKNOWN,XBOX SPIELKONSOLE
1737,UNKNOWN,UNKNOWN,
1738,UNKNOWN,UNKNOWN,MAGYAR TELEKOM BELT RI EGYS G
1739,UNKNOWN,UNKNOWN,
1740,UNKNOWN,UNKNOWN,
1741,UNKNOWN,UNKNOWN,UPC DEKODER
1742,UNKNOWN,UNKNOWN,
1743,UNKNOWN,UNKNOWN,VODAFONE TV
1744,UNKNOWN,UNKNOWN,
1745,LG LGSOUNDBAR,UNKNOWN,SKY Q
1746,LG LGSOUNDBAR,LG LGSOUNDBAR,LG SOUND BAR
1747,UNKNOWN,UNKNOWN,
1748,UNKNOWN,UNKNOWN,TIMVISION BOX
1749,UNKNOWN,UNKNOWN,PS5 GAME CONSOLE
1750,LG S80TR,LG S80TY,LG S80TY
1751,LG WOWCAST,UNKNOWN,SKY Q
1752,JBL CINEMASB510,JBL CINEMASB510,CINEMA SB510
1753,LG S40T,UNKNOWN,MAGENTATV ONE
1754,UNKNOWN,UNKNOWN,
1755,UNKNOWN,UNKNOWN,FIRE TV STICK
1756,LG S77TY,LG S77TY,LG DS77TY
1757,UNKNOWN,UNKNOWN,
1758,UNKNOWN,UNKNOWN,MAGYAR TELEKOM BELT RI EGYS G
1759,UNKNOWN,UNKNOWN,
1760,UNKNOWN,UNKNOWN,SFR BO TIER D CODEUR /BOX INTERNET
1761,LG S80TR,LG S80TY,LG S80TY
1762,UNKNOWN,UNKNOWN,TURKCELL SET ST KUTU
1763,UNKNOWN,UNKNOWN,DIGITURK SET ST KUTU
1764,UNKNOWN,UNKNOWN,RX-V479
1765,UNKNOWN,UNKNOWN,B O THEATRE
1766,UNKNOWN,UNKNOWN,MEDIABOX+
1767,LG S40T,LG S40T,LG S40T
1768,LG S40T,LG S40T,LG DS40T
1769,UNKNOWN,UNKNOWN,PLAYSTATION 5
1770,UNKNOWN,UNKNOWN,
1771,UNKNOWN,UNKNOWN,
1772,UNKNOWN,UNKNOWN,HD+
1773,UNKNOWN,UNKNOWN,
1774,LG S80TR,LG S80TY,LG S80TY
1775,UNKNOWN,UNKNOWN,
1776,UNKNOWN,UNKNOWN,BEIN
1777,UNKNOWN,UNKNOWN,
1778,UNKNOWN,UNKNOWN,
1779,UNKNOWN,UNKNOWN,SKY Q
1780,UNKNOWN,UNKNOWN,
1781,UNKNOWN,UNKNOWN,FIRE TV STICK
1782,UNKNOWN,UNKNOWN,
1783,UNKNOWN,UNKNOWN,SKY Q SET-TOP BOX
1784,UNKNOWN,UNKNOWN,MONSTER CLARITY 510 AIRLINKS
1785,UNKNOWN,UNKNOWN,MAGENTATV ONE
1786,PHILIPS TAB5308,UNKNOWN,4K GOOGLE TV B
1787,UNKNOWN,UNKNOWN,SKY Q
1788,UNKNOWN,UNKNOWN,HD+
1789,UNKNOWN,UNKNOWN,VIP7802
1790,UNKNOWN,UNKNOWN,MBOX
1791,UNKNOWN,UNKNOWN,ORANGE FIBRE OPTIQUE BO TIER D CODEUR /BOX INTERNET
1792,LG S77TY,LG S77TY,LG DS77TY
1793,UNKNOWN,UNKNOWN,
1794,LG S70TY,LG S70TY,LG US70TY
1795,UNKNOWN,UNKNOWN,
1796,UNKNOWN,UNKNOWN,FIRE TV STICK
1797,VIZIO VIZIOSOUNDBAR,UNKNOWN,MAGENTATV ONE
1798,UNKNOWN,UNKNOWN,PLAYSTATION 5
1799,UNKNOWN,UNKNOWN,SKY Q
1800,UNKNOWN,UNKNOWN,FIRE TV STICK
1801,UNKNOWN,UNKNOWN,RECEIVER
1802,UNKNOWN,UNKNOWN,PS5 CONSOLA DE JUEGOS
1803,UNKNOWN,UNKNOWN,PLAYSTATION 5
1804,UNKNOWN,UNKNOWN,CITYPLAY DIGITALBOKS
1805,UNKNOWN,UNKNOWN,WF-1000XM5
1806,UNKNOWN,UNKNOWN,
1807,LG SG10TY,LG SG10TY,LG SG10TY
1808,UNKNOWN,UNKNOWN,HD+
1809,LG S80TR,LG S80TY,LG S80TY
1810,UNKNOWN,UNKNOWN,
1811,UNKNOWN,UNKNOWN,
1812,UNKNOWN,UNKNOWN,KPN DECODER
1813,UNKNOWN,UNKNOWN,TV IN WOONKAME
1814,UNKNOWN,UNKNOWN,TV DA SALA DE
1815,YAMAHA YAMAHASOUNDBAR,UNKNOWN,RX-V4A
1816,UNKNOWN,UNKNOWN,CBS540A
1817,UNKNOWN,UNKNOWN,VODAFONE KABEL DEUTSCHLAND SET-TOP-BOX
1818,UNKNOWN,UNKNOWN,ONYX STUDIO 9
1819,UNKNOWN,UNKNOWN,
1820,LG LGSOUNDBAR,UNKNOWN,DIGITURK SET ST KUTU
1821,UNKNOWN,UNKNOWN,MOVISTAR TV DECODIFICADOR
1822,UNKNOWN,UNKNOWN,BD PLAYER
1823,UNKNOWN,UNKNOWN,APPLE TV
1824,UNKNOWN,UNKNOWN,
1825,LG S90TY,LG S90TY,LG US90TY
1826,UNKNOWN,UNKNOWN,DEKODER TV
1827,UNKNOWN,UNKNOWN,SKY Q
1828,UNKNOWN,UNKNOWN,
1829,UNKNOWN,UNKNOWN,AMAZON FIRETV
1830,UNKNOWN,UNKNOWN,
1831,UNKNOWN,UNKNOWN,MEDIABOX 2
1832,UNKNOWN,UNKNOWN,REDMI BUDS 3 LITE
1833,UNKNOWN,UNKNOWN,
1834,UNKNOWN,UNKNOWN,
1835,UNKNOWN,UNKNOWN,BD HTS
1836,UNKNOWN,UNKNOWN,
1837,UNKNOWN,UNKNOWN,FIRE TV STICK
1838,UNKNOWN,UNKNOWN,VIETA PRO WAY 5
1839,UNKNOWN,UNKNOWN,SKY Q
1840,UNKNOWN,UNKNOWN,SUNRISEUPCTV
1841,UNKNOWN,UNKNOWN,
1842,UNKNOWN,UNKNOWN,
1843,UNKNOWN,UNKNOWN,X96Q
1844,UNKNOWN,UNKNOWN,
1845,SONY HTS20R,SONY HTS20R,HT-S20R
1846,PHILIPS TAB6405,PHILIPS TAB6405,PHILIPS TAB6405
1847,UNKNOWN,UNKNOWN,
1848,UNKNOWN,UNKNOWN,RX-V6A
1849,UNKNOWN,UNKNOWN,PLAYSTATION 5
1850,UNKNOWN,UNKNOWN,BEIN
1851,UNKNOWN,UNKNOWN,PLAYSTATION 5
1852,UNKNOWN,UNKNOWN,SKY Q
1853,UNKNOWN,UNKNOWN,PLAYSTATION 5
1854,UNKNOWN,UNKNOWN,
1855,UNKNOWN,UNKNOWN,PLAYSTATION 5
1856,UNKNOWN,UNKNOWN,
1857,UNKNOWN,UNKNOWN,
1858,SONOS BEAM,UNKNOWN,SKY Q SET-TOP BOX
1859,UNKNOWN,UNKNOWN,NINTENDOSWITCH
1860,LG S40T,LG S40T,LG DS40T
1861,LG S40T,LG S40T,LG DS40T
1862,LG S70TR,UNKNOWN,SKY Q
1863,UNKNOWN,UNKNOWN,ARC ULTRA
1864,UNKNOWN,UNKNOWN,XBOX
1865,UNKNOWN,UNKNOWN,
1866,UNKNOWN,UNKNOWN,CINEBAR LUX
1867,UNKNOWN,UNKNOWN,NINTENDO SWITCH CONSOLA DE JUEGOS
1868,SAMSUNG SAMSUNGSOUNDBAR,ETC OTHERSOUNDBAR,SOUNDBAR
1869,LG S40T,LG S40T,LG S40T
1870,UNKNOWN,UNKNOWN,FERNSEHER IM W
1871,UNKNOWN,UNKNOWN,FIRE TV STICK
1872,UNKNOWN,UNKNOWN,FIRE TV STICK
1873,UNKNOWN,UNKNOWN,HD+
1874,UNKNOWN,UNKNOWN,HD+
1875,UNKNOWN,UNKNOWN,FIRE TV STICK
1876,LG S20A,LG S20A,LG S20A
1877,UNKNOWN,UNKNOWN,D-SMART SET ST KUTU
1878,UNKNOWN,UNKNOWN,CANAL+ POLSKA DEKODER
1879,UNKNOWN,UNKNOWN,HD+
1880,UNKNOWN,UNKNOWN,
1881,UNKNOWN,UNKNOWN,
1882,UNKNOWN,UNKNOWN,APPLE TV
1883,UNKNOWN,UNKNOWN,PLAYSTATION 5
1884,UNKNOWN,UNKNOWN,
1885,UNKNOWN,UNKNOWN,TELENOR T-WE
1886,UNKNOWN,UNKNOWN,VA EK TV BOX
1887,UNKNOWN,UNKNOWN,
1888,UNKNOWN,UNKNOWN,SKY
1889,UNKNOWN,UNKNOWN,
1890,UNKNOWN,UNKNOWN,AMAZON FIRETV
1891,LG S70TY,LG S70TY,LG S70TY
1892,UNKNOWN,UNKNOWN,APPLE TV
1893,UNKNOWN,UNKNOWN,SKY Q
1894,UNKNOWN,UNKNOWN,COSMOTE TV SET-TOP BOX
1895,UNKNOWN,UNKNOWN,
1896,UNKNOWN,UNKNOWN,
1897,UNKNOWN,UNKNOWN,
1898,LG S40T,UNKNOWN,APPLE TV
1899,LG S70TY,UNKNOWN,UMA
1900,UNKNOWN,UNKNOWN,
1901,UNKNOWN,UNKNOWN,JBL XTREME 3
1902,UNKNOWN,UNKNOWN,VODAFONE TV
1903,UNKNOWN,UNKNOWN,VODAFONE TV PL
1904,LG S70TY,LG S70TY,LG S70TY
1905,SAMSUNG HWQ930D,SAMSUNG HWQ930D,HW-Q930D N
1906,UNKNOWN,UNKNOWN,PLAYSTATION 5
1907,UNKNOWN,UNKNOWN,
1908,UNKNOWN,UNKNOWN,TV STICK
1909,UNKNOWN,UNKNOWN,BEIN
1910,UNKNOWN,UNKNOWN,
1911,SONOS ARC,UNKNOWN,FIRE TV STICK
1912,UNKNOWN,UNKNOWN,
1913,UNKNOWN,UNKNOWN,FIRE TV STICK
1914,UNKNOWN,UNKNOWN,
1915,UNKNOWN,UNKNOWN,TV DA SALA DE
1916,LG S60T,LG S60T,LG US60T
1917,UNKNOWN,UNKNOWN,UBP-X500
1918,UNKNOWN,UNKNOWN,FIRE TV STICK
1919,UNKNOWN,UNKNOWN,
1920,UNKNOWN,UNKNOWN,
1921,UNKNOWN,UNKNOWN,
1922,UNKNOWN,UNKNOWN,
1923,UNKNOWN,UNKNOWN,FIRE TV STICK
1924,UNKNOWN,UNKNOWN,TEUFEL CINEBAR ULTIMA
1925,UNKNOWN,UNKNOWN,APPLE TV
1926,UNKNOWN,UNKNOWN,EVOBOX HD
1927,UNKNOWN,UNKNOWN,AVR-X2700H
1928,UNKNOWN,UNKNOWN,
1929,UNKNOWN,UNKNOWN,FIRE TV STICK
1930,UNKNOWN,UNKNOWN,VIRGIN TV 3
1931,UNKNOWN,UNKNOWN,ZIGGO DECODER
1932,UNKNOWN,UNKNOWN,DIONE
1933,UNKNOWN,UNKNOWN,FREEBOX PLAYE
1934,JBL CINEMASB560,UNKNOWN,AMAZON FIRETV
1935,UNKNOWN,UNKNOWN,FIRE TV STICK
1936,UNKNOWN,UNKNOWN,DSTV SET-TOP BOX
1937,LG S40T,LG S40T,LG S40T
1938,UNKNOWN,UNKNOWN,FIRE TV STICK
1939,UNKNOWN,UNKNOWN,
1940,UNKNOWN,UNKNOWN,APPLE TV
1941,UNKNOWN,UNKNOWN,
1942,LG S70TY,LG S70TY,LG US70TY
1943,UNKNOWN,UNKNOWN,PLAYSTATION 4
1944,UNKNOWN,UNKNOWN,XIAOMI TV KUTU
1945,UNKNOWN,UNKNOWN,BOSE HOME SPEAKER 300
1946,UNKNOWN,SAMSUNG QSERIES,SAMSUNG SOUNDBAR J-SERIES
1947,UNKNOWN,UNKNOWN,
1948,UNKNOWN,UNKNOWN,
1949,UNKNOWN,UNKNOWN,
1950,UNKNOWN,UNKNOWN,
1951,PHILIPS HTL2163,PHILIPS HTL2163,HTL2163
1952,UNKNOWN,UNKNOWN,ESINKIN BT ADAPTER
1953,UNKNOWN,UNKNOWN,WH-CH520
1954,UNKNOWN,UNKNOWN,
1955,LG S90TY,LG S90TY,LG US90TY
1956,UNKNOWN,UNKNOWN,SKY Q
1957,UNKNOWN,UNKNOWN,CHROMECAST
1958,UNKNOWN,UNKNOWN,EUSKALTEL DECODIFICADOR
1959,UNKNOWN,UNKNOWN,MAGYAR TELEKOM BELT RI EGYS G
1960,SONOS BEAM,SONOS BEAM,SONOS BEAM
1961,UNKNOWN,UNKNOWN,BTS07
1962,UNKNOWN,UNKNOWN,AMAZON FIRE T
1963,UNKNOWN,UNKNOWN,DIGITURK SET ST KUTU
1964,UNKNOWN,UNKNOWN,PLAYSTATION 5
1965,LG SNH5,UNKNOWN,TTNET SET ST KUTU
1966,UNKNOWN,UNKNOWN,SOUNDCORE LIFE Q30
1967,UNKNOWN,UNKNOWN,ALLENTE 1
1968,LG SJ3,LG SJ3,LG SJ3
1969,LG S90TY,UNKNOWN,AMAZON FIRETV
1970,UNKNOWN,UNKNOWN,CHROMECAST
1971,UNKNOWN,UNKNOWN,
1972,UNKNOWN,UNKNOWN,VSX-1018AH
1973,UNKNOWN,UNKNOWN,
1974,UNKNOWN,UNKNOWN,
1975,UNKNOWN,UNKNOWN,CINEMA 50
1976,SAMSUNG HWQ995B,SAMSUNG HWQ995B,HW-Q995F
1977,UNKNOWN,UNKNOWN,
1978,UNKNOWN,UNKNOWN,FIRE TV STICK
1979,UNKNOWN,UNKNOWN,SKY Q
1980,UNKNOWN,UNKNOWN,
1981,UNKNOWN,UNKNOWN,H/T
1982,UNKNOWN,UNKNOWN,LG-LK72
1983,UNKNOWN,UNKNOWN,MSTAR
1984,UNKNOWN,UNKNOWN,FIRE TV STICK
1985,UNKNOWN,UNKNOWN,AMAZON FIRETV
1986,UNKNOWN,UNKNOWN,
1987,UNKNOWN,UNKNOWN,CINEBAR DUETT
1988,UNKNOWN,UNKNOWN,ORANGE TV DEKO
1989,UNKNOWN,UNKNOWN,
1990,LG LGSOUNDBAR,LG LGSOUNDBAR,LG SOUND BAR
1991,UNKNOWN,UNKNOWN,SKY
1992,UNKNOWN,UNKNOWN,VODAFONE BELT RI EGYS G
1993,UNKNOWN,UNKNOWN,SONOS MOVE
1994,UNKNOWN,UNKNOWN,
1995,UNKNOWN,UNKNOWN,
1996,UNKNOWN,UNKNOWN,
1997,BOSE SOUNDBAR500,BOSE SOUNDBAR500,SOUNDBAR 500
1998,UNKNOWN,UNKNOWN,
1999,UNKNOWN,UNKNOWN,LG OK55
